Rot,VH,Team,Pitcher,Final,Open,Close,Run Line,Column1,Open OU,Column2,Close OU,Column3,Adj_Date,RunLine,OpenOU,CloseOU
901,N,SEA,MGONZALES-L,9,107,120,1.5,-160,8.5,-110,8.5,-120,20190320,,,
902,N,OAK,MFIERS-R,7,-127,-130,-1.5,140,8.5,-110,8.5,100,20190320,,,
903,N,SEA,YKIKUCHI-L,5,109,-125,1.5,-262,9,-110,9,-130,20190321,,,
904,N,OAK,MESTRADA-R,4,-129,115,-1.5,216,9,-110,9,110,20190321,,,
905,V,NYM,JDEGROM-R,2,110,115,1.5,-215,6.5,-110,6.5,-105,20190328,,,
906,H,WAS,MSCHERZER-R,0,-121,-125,-1.5,180,6.5,-110,6.5,-115,20190328,,,
907,V,STL,MMIKOLAS-R,4,104,104,1.5,-205,8.5,-110,8.5,-120,20190328,,,
908,H,MIL,JCHACIN-R,5,-114,-114,-1.5,172,8.5,-110,8.5,100,20190328,,,
909,V,ATL,JTEHERAN-R,4,170,170,1.5,-130,7.5,-110,8,-105,20190328,,,
910,H,PHI,ANOLA-R,10,-190,-185,-1.5,110,7.5,-110,8,-115,20190328,,,
911,V,PIT,JTAILLON-R,3,105,107,1.5,-215,8,-110,8.5,-105,20190328,,,
912,H,CIN,LCASTILLO-R,5,-115,-117,-1.5,180,8,-110,8.5,-115,20190328,,,
913,V,ARI,ZGREINKE-R,5,144,155,1.5,-145,7.5,-110,7,-120,20190328,,,
914,H,LAD,HRYU-L,12,-160,-165,-1.5,125,7.5,-110,7,100,20190328,,,
915,V,SFO,MBUMGARNER-L,0,-114,117,1.5,-190,8,-110,7.5,-105,20190328,,,
916,H,SDG,ELAUER-L,2,104,-127,-1.5,162,8,-110,7.5,-115,20190328,,,
917,V,COL,KFREELAND-L,6,-145,-135,-1.5,120,7.5,-110,7.5,-105,20190328,,,
918,H,MIA,JURENA-R,3,131,125,1.5,-140,7.5,-110,7.5,-115,20190328,,,
919,V,BAL,ACASHNER-R,2,296,320,1.5,161,9,-110,9,110,20190328,,,
920,H,NYY,MTANAKA-R,7,-340,-380,-1.5,-188,9,-110,9,-130,20190328,,,
921,V,DET,JZIMMERMANN-R,2,126,132,1.5,-152,9,-110,8.5,-120,20190328,,,
922,H,TOR,MSTROMAN-R,0,-140,-142,-1.5,133,9,-110,8.5,100,20190328,,,
923,V,HOU,JVERLANDER-R,5,-121,-128,-1.5,133,6.5,-110,7,100,20190328,,,
924,H,TAM,BSNELL-L,1,110,118,1.5,-152,6.5,-110,7,-120,20190328,,,
925,V,LAA,TCAHILL-R,0,110,-108,-1.5,144,9,-110,8.5,-115,20190328,,,
926,H,OAK,MFIERS-R,4,-121,-102,1.5,-165,9,-110,8.5,-105,20190328,,,
927,V,CLE,CKLUBER-R,0,-135,107,1.5,-210,7.5,-110,7.5,110,20190328,,,
928,H,MIN,JBERRIOS-R,2,122,-117,-1.5,176,7.5,-110,7.5,-130,20190328,,,
929,V,CWS,CRODON-L,3,104,106,1.5,-195,8.5,-110,8.5,-105,20190328,,,
930,H,KAN,BKELLER-R,5,-114,-116,-1.5,166,8.5,-110,8.5,-115,20190328,,,
931,V,BOS,CSALE-L,4,-185,-210,-1.5,-125,7,-110,7,-110,20190328,,,
932,H,SEA,MGONZALES-L,12,166,190,1.5,105,7,-110,7,-110,20190328,,,
933,V,CUB,JLESTER-L,12,-135,-115,-1.5,132,9.5,-110,9.5,100,20190328,,,
934,H,TEX,MMINOR-L,4,122,105,1.5,-152,9.5,-110,9.5,-120,20190328,,,
951,V,COL,GMARQUEZ-R,6,-155,-152,-1.5,105,7.5,-110,7,-110,20190329,,,
952,H,MIA,TRICHARDS-R,1,135,142,1.5,-126,7.5,-110,7,-110,20190329,,,
953,V,STL,JFLAHERTY-R,9,106,-108,-1.5,140,8.5,-110,8.5,105,20190329,,,
954,H,MIL,FPERALTA-R,5,-126,-102,1.5,-160,8.5,-110,8.5,-125,20190329,,,
955,V,SFO,DHOLLAND-L,1,130,145,1.5,-150,7.5,-110,7.5,100,20190329,,,
956,H,SDG,JLUCCHESI-L,4,-150,-155,-1.5,130,7.5,-110,7.5,-120,20190329,,,
957,V,ARI,RRAY-L,5,144,160,1.5,-145,7.5,-110,7,-115,20190329,,,
958,H,LAD,RSTRIPLING-R,4,-165,-170,-1.5,125,7.5,-110,7,-105,20190329,,,
959,V,DET,MBOYD-L,0,115,111,1.5,-180,9,-110,9,100,20190329,,,
960,H,TOR,MSHOEMAKER-R,6,-135,-121,-1.5,155,9,-110,9,-120,20190329,,,
961,V,HOU,GCOLE-R,2,-145,-138,-1.5,118,7,-110,7,-125,20190329,,,
962,H,TAM,CMORTON-R,4,125,128,1.5,-138,7,-110,7,105,20190329,,,
963,V,LAA,MHARVEY-R,6,101,-109,-1.5,151,8,-110,8.5,-120,20190329,,,
964,H,OAK,MESTRADA-R,2,-121,-101,1.5,-175,8,-110,8.5,100,20190329,,,
965,V,BOS,NEOVALDI-R,7,-150,-139,-1.5,115,8,-110,8,100,20190329,,,
966,H,SEA,YKIKUCHI-L,6,130,129,1.5,-135,8,-110,8,-120,20190329,,,
901,V,NYM,NSYNDERGAARD-R,11,110,102,1.5,-220,7,-110,7.5,-105,20190330,,,
902,H,WAS,SSTRASBURG-R,8,-130,-112,-1.5,184,7,-110,7.5,-115,20190330,,,
905,V,ATL,BWILSON-R,6,125,135,1.5,-160,8.5,-110,9,-120,20190330,,,
906,H,PHI,NPIVETTA-R,8,-145,-145,-1.5,140,8.5,-110,9,100,20190330,,,
907,V,COL,TANDERSON-L,3,-145,-128,-1.5,124,8,-110,7.5,105,20190330,,,
908,H,MIA,PLOPEZ-R,7,125,118,1.5,-144,8,-110,7.5,-125,20190330,,,
909,V,STL,DHUDSON-R,2,105,122,1.5,-170,8.5,-110,9,-105,20190330,,,
910,H,MIL,BWOODRUFF-R,4,-125,-132,-1.5,147,8.5,-110,9,-115,20190330,,,
911,V,SFO,DRODRIGUEZ-R,3,105,120,1.5,-190,7.5,-110,7.5,-125,20190330,,,
912,H,SDG,NMARGEVICIUS-L,2,-125,-130,-1.5,163,7.5,-110,7.5,105,20190330,,,
913,V,ARI,ZGODLEY-R,5,151,177,1.5,-120,7.5,-110,7.5,-120,20190330,,,
914,H,LAD,KMAEDA-R,18,-175,-194,-1.5,100,7.5,-110,7.5,100,20190330,,,
915,V,BAL,NKARNS-R,5,299,340,1.5,155,8.5,-110,8.5,-105,20190330,,,
916,H,NYY,JPAXTON-L,3,-375,-410,-1.5,-180,8.5,-110,8.5,-115,20190330,,,
917,V,CLE,TBAUER-R,2,-110,-120,-1.5,135,8,-110,7,-110,20190330,,,
918,H,MIN,JODORIZZI-R,1,-110,110,1.5,-155,8,-110,7,-110,20190330,,,
919,V,CWS,RLOPEZ-R,6,-105,120,1.5,-180,8.5,-110,7.5,-105,20190330,,,
920,H,KAN,JJUNIS-R,8,-115,-130,-1.5,155,8.5,-110,7.5,-115,20190330,,,
921,V,DET,STURNBULL-R,0,120,116,1.5,-183,9,-110,8.5,-120,20190330,,,
922,H,TOR,ASANCHEZ-R,3,-140,-126,-1.5,158,9,-110,8.5,100,20190330,,,
923,V,HOU,CMCHUGH-R,1,-130,-118,-1.5,141,7.5,-110,8,-125,20190330,,,
924,H,TAM,TGLASNOW-R,3,110,108,1.5,-161,7.5,-110,8,105,20190330,,,
925,V,LAA,FPENA-R,2,105,109,1.5,-195,8.5,-110,8.5,-105,20190330,,,
926,H,OAK,BANDERSON-L,4,-125,-119,-1.5,166,8.5,-110,8.5,-115,20190330,,,
927,V,BOS,ERODRIGUEZ-L,5,-150,-158,-1.5,-112,8.5,-110,8.5,100,20190330,,,
928,H,SEA,MLEAKE-R,6,130,148,1.5,-108,8.5,-110,8.5,-120,20190330,,,
929,V,CUB,YDARVISH-R,6,-150,-155,-1.5,-115,9.5,-110,9.5,100,20190330,,,
930,H,TEX,EVOLQUEZ-R,8,130,145,1.5,-105,9.5,-110,9.5,-120,20190330,,,
951,V,PIT,JMUSGROVE-R,5,120,125,1.5,-180,8.5,-119,8,-115,20190331,,,
952,H,CIN,SGRAY-R,0,-140,-135,-1.5,155,8.5,-101,8,-105,20190331,,,
953,V,COL,JGRAY-R,0,-150,-158,-1.5,110,7.5,-119,7.5,-105,20190331,,,
954,H,MIA,SALCANTARA-R,3,130,148,1.5,-130,7.5,-101,7.5,-115,20190331,,,
955,V,NYM,ZWHEELER-R,5,110,155,1.5,-145,7.5,-119,7,-110,20190331,,,
956,H,WAS,PCORBIN-L,6,-130,-165,-1.5,125,7.5,-101,7,-110,20190331,,,
957,V,STL,MWACHA-R,4,100,100,1.5,-215,8,-110,9,105,20190331,,,
958,H,MIL,CBURNES-R,5,-120,-110,-1.5,180,8,-110,9,-125,20190331,,,
959,V,ARI,LWEAVER-R,7,192,177,1.5,-125,7.5,-115,7.5,-110,20190331,,,
960,H,LAD,WBUEHLER-R,8,-230,-194,-1.5,105,7.5,-105,7.5,-110,20190331,,,
961,V,SFO,JSAMARDZIJA-R,1,125,162,1.5,-131,8,-120,7.5,-105,20190331,,,
962,H,SDG,CPADDACK-R,3,-145,-174,-1.5,111,8,100,7.5,-115,20190331,,,
963,V,ATL,KWRIGHT-R,1,130,130,1.5,-159,8.5,-119,8,-120,20190331,,,
964,H,PHI,JARRIETA-R,5,-150,-140,-1.5,139,8.5,-101,8,100,20190331,,,
965,V,BAL,DBUNDY-R,7,281,280,1.5,129,9,-101,8.5,-105,20190331,,,
966,H,NYY,JHAPP-L,5,-350,-320,-1.5,-149,9,-119,8.5,-115,20190331,,,
967,V,DET,MMOORE-L,4,115,142,1.5,-135,9,-120,9,-115,20190331,,,
968,H,TOR,TTHORNTON-R,3,-135,-152,-1.5,115,9,100,9,-105,20190331,,,
969,V,HOU,WMILEY-L,1,-119,-113,-1.5,140,8,-110,8.5,-110,20190331,,,
970,H,TAM,YCHIRINOS-R,3,-101,103,1.5,-160,8,-110,8.5,-110,20190331,,,
971,V,CLE,CCARRASCO-R,3,-115,-110,-1.5,148,7,-120,7,-115,20190331,,,
972,H,MIN,MPINEDA-R,9,-105,100,1.5,-170,7,100,7,-105,20190331,,,
973,V,CWS,LGIOLITO-R,6,-105,117,1.5,-180,9,-110,8,-120,20190331,,,
974,H,KAN,JLOPEZ-R,3,-115,-127,-1.5,155,9,-110,8,100,20190331,,,
975,V,LAA,TSKAGGS-L,1,-110,114,1.5,-190,9,-101,8.5,-105,20190331,,,
976,H,OAK,FMONTAS-R,2,-110,-124,-1.5,163,9,-119,8.5,-115,20190331,,,
977,V,BOS,RPORCELLO-R,8,-150,-136,-1.5,120,9,100,8,-120,20190331,,,
978,H,SEA,WLEBLANC-L,10,130,126,1.5,-140,9,-120,8,100,20190331,,,
979,V,CUB,CHAMELS-L,10,-155,-130,-1.5,120,9.5,-101,8.5,-120,20190331,,,
980,H,TEX,LLYNN-R,11,135,120,1.5,-140,9.5,-119,8.5,100,20190331,,,
901,V,STL,AWAINWRIGHT-R,6,110,116,1.5,-200,8,100,7.5,105,20190401,,,
902,H,PIT,CARCHER-R,5,-130,-126,-1.5,170,8,-120,7.5,-125,20190401,,,
903,V,MIL,ZDAVIES-R,4,105,-109,-1.5,148,8.5,-110,8.5,-125,20190401,,,
904,H,CIN,TROARK-R,3,-125,-101,1.5,-170,8.5,-110,8.5,105,20190401,,,
905,V,CUB,KHENDRICKS-R,0,-115,100,1.5,-210,8.5,100,8,-115,20190401,,,
906,H,ATL,SNEWCOMB-L,8,-105,-110,-1.5,176,8.5,-120,8,-105,20190401,,,
907,V,NYM,SMATZ-L,7,-150,-125,-1.5,124,8,100,7.5,-105,20190401,,,
908,H,MIA,CSMITH-L,3,130,115,1.5,-144,8,-120,7.5,-115,20190401,,,
909,V,SFO,DPOMERANZ-L,4,172,185,1.5,-117,8,-109,7.5,-115,20190401,,,
910,H,LAD,JURIAS-L,2,-205,-205,-1.5,-103,8,-111,7.5,-105,20190401,,,
911,V,ARI,MKELLY-R,10,140,155,1.5,-145,7.5,-110,7.5,-115,20190401,,,
912,H,SDG,MSTRAHM-L,3,-160,-165,-1.5,125,7.5,-110,7.5,-105,20190401,,,
913,V,CWS,INOVA-R,3,148,150,1.5,-150,7.5,100,7.5,-105,20190401,,,
914,H,CLE,MCLEVINGER-R,5,-170,-160,-1.5,130,7.5,-120,7.5,-115,20190401,,,
915,V,DET,TROSS-R,1,176,190,1.5,-104,9,100,8.5,-115,20190401,,,
916,H,NYY,DGERMAN-R,3,-210,-210,-1.5,-116,9,-120,8.5,-105,20190401,,,
917,V,BAL,DHESS-R,6,144,163,1.5,-135,9,-105,9,105,20190401,,,
918,H,TOR,SREID-FOLEY-R,5,-165,-176,-1.5,115,9,-115,9,-125,20190401,,,
919,V,HOU,BPEACOCK-R,2,-165,-165,-1.5,-123,9.5,-110,9.5,-110,20190401,,,
920,H,TEX,DSMYLY-L,1,144,155,1.5,103,9.5,-110,9.5,-110,20190401,,,
921,V,BOS,DPRICE-L,0,-140,-140,-1.5,110,8,-110,9,-105,20190401,,,
922,H,OAK,ABROOKS-R,7,120,130,1.5,-130,8,-110,9,-115,20190401,,,
923,V,LAA,CSTRATTON-R,3,-110,-103,1.5,-210,8.5,-120,9,-105,20190401,,,
924,H,SEA,FHERNANDEZ-R,6,-110,-107,-1.5,176,8.5,100,9,-115,20190401,,,
925,V,COL,CBETTIS-R,1,118,135,1.5,-155,9,-110,8.5,-120,20190401,,,
926,H,TAM,RSTANEK-R,7,-138,-145,-1.5,135,9,-110,8.5,100,20190401,,,
951,V,MIL,JCHACIN-R,4,-121,-110,-1.5,144,8.5,-105,9,100,20190402,,,
952,H,CIN,ADESCLAFANI-R,3,101,100,1.5,-165,8.5,-115,9,-120,20190402,,,
953,V,PHI,ZEFLIN-R,8,173,165,1.5,-137,7,-110,7,-125,20190402,,,
954,H,WAS,MSCHERZER-R,2,-206,-180,-1.5,117,7,-110,7,105,20190402,,,
955,V,NYM,JVARGAS-L,6,-126,-136,-1.5,115,8,-110,8,-120,20190402,,,
956,H,MIA,JURENA-R,5,106,126,1.5,-135,8,-110,8,100,20190402,,,
957,V,ARI,ZGREINKE-R,8,-111,106,1.5,-220,7,-110,7.5,100,20190402,,,
958,H,SDG,ELAUER-L,5,-109,-116,-1.5,184,7,-110,7.5,-120,20190402,,,
959,V,SFO,MBUMGARNER-L,5,152,146,1.5,-155,7,-110,7,-105,20190402,,,
960,H,LAD,HRYU-L,6,-176,-156,-1.5,135,7,-110,7,-115,20190402,,,
961,V,DET,JZIMMERMANN-R,3,208,205,1.5,-110,8,-110,7.5,-120,20190402,,,
962,H,NYY,MTANAKA-R,1,-251,-230,-1.5,-110,8,-110,7.5,100,20190402,,,
963,V,BAL,ACASHNER-R,2,177,162,1.5,-125,8.5,-120,8.5,-105,20190402,,,
964,H,TOR,MSTROMAN-R,1,-211,-174,-1.5,105,8.5,100,8.5,-115,20190402,,,
965,V,HOU,JVERLANDER-R,4,-221,-220,-1.5,-155,9,-110,9,100,20190402,,,
966,H,TEX,SMILLER-R,6,184,200,1.5,135,9,-110,9,-120,20190402,,,
967,V,MIN,JBERRIOS-R,5,-141,-145,-1.5,110,7.5,100,7,-120,20190402,,,
968,H,KAN,BKELLER-R,4,121,135,1.5,-130,7.5,-120,7,100,20190402,,,
969,V,BOS,CSALE-L,0,-171,-170,-1.5,-110,7,-120,8,-105,20190402,,,
970,H,OAK,MFIERS-R,1,148,160,1.5,-110,7,100,8,-115,20190402,,,
971,V,LAA,TCAHILL-R,1,101,100,1.5,-200,8.5,-110,8.5,100,20190402,,,
972,H,SEA,MGONZALES-L,2,-121,-110,-1.5,170,8.5,-110,8.5,-120,20190402,,,
973,V,COL,KFREELAND-L,0,131,160,1.5,-143,7,100,7,-105,20190402,,,
974,H,TAM,BSNELL-L,4,-151,-170,-1.5,123,7,-120,7,-115,20190402,,,
901,V,MIL,FPERALTA-R,1,-109,118,1.5,-185,8.5,-110,8.5,-105,20190403,,,
902,H,CIN,LCASTILLO-R,0,-111,-128,-1.5,160,8.5,-110,8.5,-115,20190403,,,
903,V,PHI,ANOLA-R,8,-130,-135,-1.5,115,7.5,-110,8,-110,20190403,,,
904,H,WAS,ASANCHEZ-R,9,110,125,1.5,-135,7.5,-110,8,-110,20190403,,,
905,V,ARI,RRAY-L,1,115,132,1.5,-185,7.5,-110,7,-110,20190403,,,
906,H,SDG,JLUCCHESI-L,4,-135,-142,-1.5,160,7.5,-110,7,-110,20190403,,,
907,V,NYM,JDEGROM-R,6,-215,-210,-1.5,-118,7,-110,6.5,-110,20190403,,,
908,H,MIA,TRICHARDS-R,4,180,190,1.5,-102,7,-110,6.5,-110,20190403,,,
909,V,STL,MMIKOLAS-R,5,-110,-104,1.5,-225,7.5,-110,7.5,105,20190403,,,
910,H,PIT,JTAILLON-R,4,-110,-106,-1.5,188,7.5,-110,7.5,-125,20190403,,,
911,V,CUB,JLESTER-L,4,-115,120,1.5,-175,8.5,-110,9,100,20190403,,,
912,H,ATL,JTEHERAN-R,6,-105,-130,-1.5,151,8.5,-110,9,-120,20190403,,,
913,V,SFO,DHOLLAND-L,3,180,175,1.5,-120,7.5,-110,7,-105,20190403,,,
914,H,LAD,RSTRIPLING-R,5,-215,-190,-1.5,100,7.5,-110,7,-115,20190403,,,
915,V,CWS,CRODON-L,8,166,170,1.5,-130,7,-110,6.5,-125,20190403,,,
916,H,CLE,CKLUBER-R,3,-195,-185,-1.5,110,7,-110,6.5,105,20190403,,,
917,V,MIN,KGIBSON-R,7,-145,-130,-1.5,120,8.5,-110,8.5,-125,20190403,,,
918,H,KAN,HBAILEY-R,6,125,120,1.5,-140,8.5,-110,8.5,105,20190403,,,
919,V,DET,MBOYD-L,2,163,163,1.5,-125,8.5,-110,9.5,105,20190403,,,
920,H,NYY,JLOAISIGA-R,1,-190,-176,-1.5,105,8.5,-110,9.5,-125,20190403,,,
921,V,BAL,NKARNS-R,3,144,140,1.5,-155,9,-110,8.5,100,20190403,,,
922,H,TOR,MSHOEMAKER-R,5,-165,-150,-1.5,135,9,-110,8.5,-120,20190403,,,
923,V,HOU,GCOLE-R,0,-165,-210,-1.5,-140,9,-110,9,-105,20190403,,,
924,H,TEX,MMINOR-L,4,144,190,1.5,120,9,-110,9,-115,20190403,,,
925,V,BOS,NEOVALDI-R,6,-130,-140,-1.5,114,8.5,-110,8.5,-115,20190403,,,
926,H,OAK,MESTRADA-R,3,110,130,1.5,-134,8.5,-110,8.5,-105,20190403,,,
927,V,COL,GMARQUEZ-R,1,112,114,1.5,-200,7,-110,6.5,-125,20190403,,,
928,H,TAM,CMORTON-R,0,-132,-124,-1.5,170,7,-110,6.5,105,20190403,,,
951,V,WAS,SSTRASBURG-R,4,115,120,1.5,-200,6.5,-119,6.5,-120,20190404,,,
952,H,NYM,NSYNDERGAARD-R,0,-135,-130,-1.5,170,6.5,-101,6.5,100,20190404,,,
955,V,CIN,TMAHLE-R,0,105,-110,-1.5,148,7.5,-119,8,-115,20190404,,,
956,H,PIT,JLYLES-R,2,-125,100,1.5,-170,7.5,-101,8,-105,20190404,,,
957,V,CUB,YDARVISH-R,4,100,112,1.5,-190,9,-101,9,100,20190404,,,
958,H,ATL,MFRIED-L,9,-120,-122,-1.5,163,9,-119,9,-120,20190404,,,
959,V,KAN,JJUNIS-R,4,-110,-109,-1.5,148,7.5,-119,7.5,-115,20190404,,,
960,H,DET,STURNBULL-R,5,-110,-101,1.5,-170,7.5,-101,7.5,-105,20190404,,,
963,V,NYY,JPAXTON-L,8,-200,-215,-1.5,-140,8,-119,7.5,-120,20190404,,,
964,H,BAL,ACOBB-R,4,170,195,1.5,120,8,-101,7.5,100,20190404,,,
965,V,BOS,ERODRIGUEZ-L,3,-120,-118,-1.5,140,8.5,100,8,-115,20190404,,,
966,H,OAK,BANDERSON-L,7,100,108,1.5,-160,8.5,-120,8,-105,20190404,,,
967,V,TOR,ASANCHEZ-R,1,144,180,1.5,-127,7,-110,6.5,-115,20190404,,,
968,H,CLE,TBAUER-R,4,-165,-200,-1.5,109,7,-110,6.5,-105,20190404,,,
969,V,TEX,EVOLQUEZ-R,11,130,150,1.5,-136,8,-119,9,-110,20190404,,,
970,H,LAA,MHARVEY-R,4,-150,-160,-1.5,116,8,-101,9,-110,20190404,,,
901,V,LAD,KMAEDA-R,10,-130,-130,-1.5,115,10.5,100,11,100,20190405,,,
902,H,COL,TANDERSON-L,6,110,120,1.5,-135,10.5,-120,11,-120,20190405,,,
903,V,CIN,SGRAY-R,0,105,126,1.5,-170,8,-105,8,100,20190405,,,
904,H,PIT,JMUSGROVE-R,2,-125,-136,-1.5,148,8,-115,8,-120,20190405,,,
905,V,MIA,PLOPEZ-R,0,151,150,1.5,-135,8.5,-105,8,-115,20190405,,,
906,H,ATL,KGAUSMAN-R,4,-175,-160,-1.5,115,8.5,-115,8,-105,20190405,,,
907,V,CUB,JQUINTANA-L,10,120,115,1.5,-185,8.5,-119,8.5,-120,20190405,,,
908,H,MIL,BWOODRUFF-R,13,-140,-125,-1.5,160,8.5,-101,8.5,100,20190405,,,
909,V,TOR,TTHORNTON-R,2,120,130,1.5,-172,7,-120,7.5,105,20190405,,,
910,H,CLE,SBIEBER-R,3,-140,-140,-1.5,150,7,100,7.5,-125,20190405,,,
911,V,OAK,FMONTAS-R,2,144,145,1.5,-140,8.5,-110,8.5,-120,20190405,,,
912,H,HOU,CMCHUGH-R,3,-165,-155,-1.5,120,8.5,-110,8.5,100,20190405,,,
913,V,TEX,LLYNN-R,1,115,107,1.5,-195,8.5,-101,8.5,100,20190405,,,
914,H,LAA,FPENA-R,3,-135,-117,-1.5,166,8.5,-119,8.5,-120,20190405,,,
915,V,TAM,TGLASNOW-R,5,-135,-113,-1.5,144,7,-115,7,-110,20190405,,,
916,H,SFO,DRODRIGUEZ-R,2,115,103,1.5,-165,7,-105,7,-110,20190405,,,
917,V,MIN,JODORIZZI-R,4,115,146,1.5,-146,8,-119,8,-105,20190405,,,
918,H,PHI,NPIVETTA-R,10,-135,-156,-1.5,127,8,-101,8,-115,20190405,,,
919,V,BOS,RPORCELLO-R,8,-130,-127,-1.5,119,9,-119,9,110,20190405,,,
920,H,ARI,ZGODLEY-R,15,110,117,1.5,-139,9,-101,9,-130,20190405,,,
921,V,SEA,YKIKUCHI-L,8,-130,-125,-1.5,125,7.5,-119,8.5,-105,20190405,,,
922,H,CWS,RLOPEZ-R,10,110,115,1.5,-145,7.5,-101,8.5,-115,20190405,,,
923,V,SDG,NMARGEVICIUS-L,5,125,163,1.5,-130,7.5,-119,8,100,20190405,,,
924,H,STL,JFLAHERTY-R,3,-145,-176,-1.5,110,7.5,-101,8,-120,20190405,,,
951,V,WAS,PCORBIN-L,5,-110,-128,-1.5,125,7,-115,7,-110,20190406,,,
952,H,NYM,SMATZ-L,6,-110,118,1.5,-145,7,-105,7,-110,20190406,,,
953,V,CIN,TROARK-R,5,115,101,1.5,-205,7,-115,8,-105,20190406,,,
954,H,PIT,TWILLIAMS-R,6,-135,-111,-1.5,172,7,-105,8,-115,20190406,,,
955,V,SDG,CPADDACK-R,6,120,110,1.5,-205,7.5,-115,7.5,-105,20190406,,,
956,H,STL,MWACHA-R,4,-140,-120,-1.5,172,7.5,-105,7.5,-115,20190406,,,
957,V,CUB,CHAMELS-L,14,100,119,1.5,-180,8.5,-120,8.5,-105,20190406,,,
958,H,MIL,CBURNES-R,8,-120,-129,-1.5,155,8.5,100,8.5,-115,20190406,,,
959,V,MIA,SALCANTARA-R,4,144,161,1.5,-130,8,-120,8.5,-120,20190406,,,
960,H,ATL,KWRIGHT-R,2,-165,-172,-1.5,111,8,100,8.5,100,20190406,,,
961,V,LAD,WBUEHLER-R,7,-145,-116,-1.5,128,10,-110,10,-120,20190406,,,
962,H,COL,JGRAY-R,2,125,106,1.5,-148,10,-110,10,100,20190406,,,
963,V,KAN,JLOPEZ-R,4,105,112,1.5,-185,8.5,-120,9,-105,20190406,,,
964,H,DET,MMOORE-L,7,-125,-122,-1.5,160,8.5,100,9,-115,20190406,,,
965,V,SEA,MLEAKE-R,9,-120,-105,-1.5,144,8.5,-115,9,-105,20190406,,,
966,H,CWS,LGIOLITO-R,2,100,-105,1.5,-165,8.5,-105,9,-115,20190406,,,
967,V,TEX,DSMYLY-L,1,105,150,1.5,-150,8.5,-119,8.5,-110,20190406,,,
968,H,LAA,TSKAGGS-L,5,-125,-160,-1.5,130,8.5,-101,8.5,-110,20190406,,,
969,V,TOR,TPANNONE-L,2,148,177,1.5,-114,7,-115,8,100,20190406,,,
970,H,CLE,CCARRASCO-R,7,-170,-194,-1.5,-106,7,-105,8,-120,20190406,,,
971,V,NYY,JHAPP-L,6,-195,-180,-1.5,-125,8.5,-101,8.5,-110,20190406,,,
972,H,BAL,DBUNDY-R,4,166,165,1.5,105,8.5,-119,8.5,-110,20190406,,,
973,V,OAK,ABROOKS-R,0,144,125,1.5,-154,8.5,-101,9.5,100,20190406,,,
974,H,HOU,WMILEY-L,6,-165,-135,-1.5,136,8.5,-119,9.5,-120,20190406,,,
975,V,MIN,MPINEDA-R,6,136,138,1.5,-156,8,-102,8.5,100,20190406,,,
976,H,PHI,JARRIETA-R,2,-156,-148,-1.5,135,8,-118,8.5,-120,20190406,,,
977,V,TAM,RSTANEK-R,4,-137,-132,-1.5,125,7,-110,7.5,-105,20190406,,,
978,H,SFO,JSAMARDZIJA-R,6,124,122,1.5,-145,7,-110,7.5,-115,20190406,,,
979,V,BOS,DPRICE-L,4,-151,-132,-1.5,119,9,-102,9,100,20190406,,,
980,H,ARI,LWEAVER-R,5,131,122,1.5,-139,9,-118,9,-120,20190406,,,
901,V,WAS,MSCHERZER-R,12,-140,-128,-1.5,125,6.5,-110,6.5,100,20190407,,,
902,H,NYM,ZWHEELER-R,9,120,118,1.5,-145,6.5,-110,6.5,-120,20190407,,,
903,V,MIA,CSMITH-L,3,155,160,1.5,-135,8.5,-105,8.5,100,20190407,,,
904,H,ATL,SNEWCOMB-L,4,-180,-170,-1.5,115,8.5,-115,8.5,-120,20190407,,,
905,V,CIN,ADESCLAFANI-R,5,130,140,1.5,-166,7.5,-110,7.5,-115,20190407,,,
906,H,PIT,CARCHER-R,7,-150,-150,-1.5,145,7.5,-110,7.5,-105,20190407,,,
907,V,CUB,KHENDRICKS-R,2,105,-104,1.5,-210,9,-105,9,-110,20190407,,,
908,H,MIL,ZDAVIES-R,4,-125,-106,-1.5,176,9,-115,9,-110,20190407,,,
909,V,SDG,MSTRAHM-L,1,110,110,1.5,-197,8.5,100,9,-110,20190407,,,
910,H,STL,AWAINWRIGHT-R,4,-130,-120,-1.5,168,8.5,-120,9,-110,20190407,,,
911,V,LAD,JURIAS-L,12,-140,-170,-1.5,-122,11,-110,11.5,100,20190407,,,
912,H,COL,CBETTIS-R,6,120,160,1.5,102,11,-110,11.5,-120,20190407,,,
913,V,NYY,DGERMAN-R,15,-175,-185,-1.5,-119,9,100,9,-110,20190407,,,
914,H,BAL,DHESS-R,3,151,170,1.5,-101,9,-120,9,-110,20190407,,,
915,V,TOR,MSTROMAN-R,1,130,150,1.5,-147,7,-120,7.5,-120,20190407,,,
916,H,CLE,MCLEVINGER-R,3,-150,-160,-1.5,128,7,100,7.5,100,20190407,,,
917,V,KAN,BKELLER-R,1,-105,-106,-1.5,141,8.5,-105,9,100,20190407,,,
918,H,DET,TROSS-R,3,-115,-104,1.5,-161,8.5,-115,9,-120,20190407,,,
919,V,OAK,MFIERS-R,8,140,165,1.5,-125,9,100,9,105,20190407,,,
920,H,HOU,BPEACOCK-R,9,-160,-180,-1.5,105,9,-120,9,-125,20190407,,,
921,V,SEA,WLEBLANC-L,12,-110,106,1.5,-178,9,100,9,-120,20190407,,,
