Rot,VH,Team,Pitcher,Final,Open,Close,Run Line,Column1,Open OU,Column2,Close OU,Column3,Adj_Date,RunLine,OpenOU,CloseOU
903,V,SFO,MBUMGARNER-L,9,125,137,1.5,-172,7.5,-110,7,-115,20190604,,,
904,H,NYM,NSYNDERGAARD-R,3,-145,-147,-1.5,150,7.5,-110,7,-105,20190604,,,
905,V,MIA,PLOPEZ-R,16,160,176,1.5,-105,9,-110,9,100,20190604,,,
906,H,MIL,CANDERSON-R,0,-185,-192,-1.5,-115,9,-110,9,-120,20190604,,,
907,V,COL,JHOFFMAN-R,3,163,190,1.5,100,10,-110,10.5,-110,20190604,,,
908,H,CUB,KHENDRICKS-R,6,-190,-210,-1.5,-120,10,-110,10.5,-110,20190604,,,
909,V,CIN,LCASTILLO-R,4,-130,-102,1.5,-200,9,-110,8.5,-120,20190604,,,
910,H,STL,GCABRERA-L,1,110,-108,-1.5,170,9,-110,8.5,100,20190604,,,
911,V,LAD,HRYU-L,9,-200,-215,-1.5,-142,9,-110,10,-110,20190604,,,
912,H,ARI,TCLARKE-R,0,170,195,1.5,122,9,-110,10,-110,20190604,,,
913,V,PHI,JEICKHOFF-R,9,130,140,1.5,-153,7.5,-110,7.5,-130,20190604,,,
914,H,SDG,CPADDACK-R,3,-150,-150,-1.5,133,7.5,-110,7.5,110,20190604,,,
915,V,NYY,MTANAKA-R,3,-190,-190,-1.5,-130,9.5,-110,9,-115,20190604,,,
916,H,TOR,CRICHARD-L,4,163,175,1.5,111,9.5,-110,9,-105,20190604,,,
917,V,MIN,DSMELTZER-L,2,105,118,1.5,-180,8.5,-110,9,-115,20190604,,,
918,H,CLE,SBIEBER-R,5,-125,-128,-1.5,155,8.5,-110,9,-105,20190604,,,
919,V,TAM,BSNELL-L,6,-240,-265,-1.5,-167,8.5,-110,8.5,-120,20190604,,,
920,H,DET,RCARPENTER-L,9,199,235,1.5,146,8.5,-110,8.5,100,20190604,,,
921,V,BAL,DBUNDY-R,12,120,121,1.5,-150,10.5,-110,10.5,-105,20190604,,,
922,H,TEX,DSMYLY-L,11,-140,-131,-1.5,130,10.5,-110,10.5,-115,20190604,,,
923,V,BOS,ERODRIGUEZ-L,8,-165,-200,-1.5,-135,10,-110,10,100,20190604,,,
924,H,KAN,GSPARKMAN-R,3,144,180,1.5,115,10,-110,10,-120,20190604,,,
925,V,OAK,FMONTAS-R,4,-110,-102,-1.5,148,8.5,-110,8.5,-125,20190604,,,
926,H,LAA,GCANNING-R,2,-110,-108,1.5,-170,8.5,-110,8.5,105,20190604,,,
927,V,HOU,WMILEY-L,7,-173,-160,-1.5,-107,10,-110,9.5,-125,20190604,,,
928,H,SEA,AMOORE-R,5,150,150,1.5,-113,10,-110,9.5,105,20190604,,,
929,V,CWS,RLOPEZ-R,5,199,220,1.5,105,8.5,-110,8.5,-110,20190604,,,
930,H,WAS,SSTRASBURG-R,9,-240,-250,-1.5,-125,8.5,-110,8.5,-110,20190604,,,
951,V,PHI,JARRIETA-R,7,-112,-114,-1.5,142,8,-110,8.5,-120,20190605,,,
952,H,SDG,CQUANTRILL-R,5,-108,104,1.5,-162,8,-110,8.5,100,20190605,,,
953,V,LAD,KMAEDA-R,2,-165,-164,-1.5,-111,9.5,-110,9.5,100,20190605,,,
954,H,ARI,JDUPLANTIER-R,3,144,154,1.5,-109,9.5,-110,9.5,-120,20190605,,,
955,V,ATL,KGAUSMAN-R,4,-118,-128,-1.5,119,9.5,-110,9.5,-105,20190605,,,
956,H,PIT,JMUSGROVE-R,7,-102,118,1.5,-139,9.5,-110,9.5,-115,20190605,,,
957,V,SFO,TBEEDE-R,0,110,148,1.5,-145,8.5,-110,8.5,-120,20190605,,,
958,H,NYM,JVARGAS-L,7,-130,-158,-1.5,125,8.5,-110,8.5,100,20190605,,,
959,V,MIA,SALCANTARA-R,8,188,230,1.5,114,9,-110,9,-105,20190605,,,
960,H,MIL,JNELSON-R,3,-225,-260,-1.5,-134,9,-110,9,-115,20190605,,,
961,V,COL,GMARQUEZ-R,8,100,112,1.5,-200,8,-110,7,-120,20190605,,,
962,H,CUB,YDARVISH-R,9,-120,-122,-1.5,170,8,-110,7,100,20190605,,,
965,V,NYY,JPAXTON-L,7,-180,-190,-1.5,-125,9,-110,8.5,-110,20190605,,,
966,H,TOR,TTHORNTON-R,11,155,175,1.5,106,9,-110,8.5,-110,20190605,,,
967,V,MIN,MPEREZ-L,7,123,-118,-1.5,131,9,-110,9.5,100,20190605,,,
968,H,CLE,TCLIPPARD-R,9,-143,108,1.5,-151,9,-110,9.5,-120,20190605,,,
969,V,TAM,CMORTON-R,4,-170,-200,-1.5,-130,8.5,-110,8.5,-120,20190605,,,
970,H,DET,STURNBULL-R,0,148,180,1.5,110,8.5,-110,8.5,100,20190605,,,
971,V,BAL,JMEANS-L,1,155,160,1.5,-135,10,-110,9,-115,20190605,,,
972,H,TEX,MMINOR-L,2,-180,-170,-1.5,115,10,-110,9,-105,20190605,,,
973,V,BOS,CSALE-L,8,-230,-250,-1.5,-150,8.5,-110,8.5,-120,20190605,,,
974,H,KAN,JJUNIS-R,0,192,220,1.5,130,8.5,-110,8.5,100,20190605,,,
975,V,OAK,JSORIA-R,9,105,116,1.5,-177,9,-110,9,-110,20190605,,,
976,H,LAA,CBEDROSIAN-R,10,-125,-126,-1.5,152,9,-110,9,-110,20190605,,,
977,V,HOU,BPEACOCK-R,1,-155,-156,-1.5,105,9,-110,8.5,-115,20190605,,,
978,H,SEA,MLEAKE-R,14,135,146,1.5,-127,9,-110,8.5,-105,20190605,,,
979,V,CWS,DCOVEY-R,4,148,170,1.5,-110,10,-110,10.5,-105,20190605,,,
980,H,WAS,ASANCHEZ-R,6,-170,-185,-1.5,-110,10,-110,10.5,-115,20190605,,,
901,V,SFO,SANDERSON-R,3,130,155,1.5,-140,7.5,-110,7.5,-110,20190606,,,
902,H,NYM,ZWHEELER-R,7,-150,-165,-1.5,120,7.5,-110,7.5,-110,20190606,,,
903,V,ATL,MFOLTYNEWICZ-R,1,-110,-113,-1.5,140,9,-110,9.5,-105,20190606,,,
904,H,PIT,CARCHER-R,6,-110,103,1.5,-160,9,-110,9.5,-115,20190606,,,
905,V,CIN,ADESCLAFANI-R,1,125,140,1.5,-151,9,-110,9,-115,20190606,,,
906,H,STL,DHUDSON-R,3,-145,-150,-1.5,131,9,-110,9,-105,20190606,,,
907,V,MIA,CSMITH-L,1,170,164,1.5,-130,8.5,-110,8.5,-105,20190606,,,
908,H,MIL,FPERALTA-R,5,-200,-178,-1.5,110,8.5,-110,8.5,-115,20190606,,,
909,V,COL,PLAMBERT-R,3,120,175,1.5,-130,8,-110,8.5,-105,20190606,,,
910,H,CUB,JQUINTANA-L,1,-140,-190,-1.5,110,8,-110,8.5,-115,20190606,,,
911,V,WAS,PCORBIN-L,4,-110,102,1.5,-225,7.5,-110,7.5,-120,20190606,,,
912,H,SDG,JLUCCHESI-L,5,-110,-112,-1.5,188,7.5,-110,7.5,100,20190606,,,
913,V,TAM,RSTANEK-R,6,-185,-176,-1.5,-125,9,-120,9,-115,20190606,,,
914,H,DET,DNORRIS-L,1,160,163,1.5,105,9,100,9,-105,20190606,,,
915,V,BOS,RWEBER-R,7,-150,-134,-1.5,105,10,-105,10,-105,20190606,,,
916,H,KAN,DDUFFY-L,5,130,124,1.5,-123,10,-115,10,-115,20190606,,,
917,V,HOU,JVERLANDER-R,8,-215,-196,-1.5,-128,8,-110,8,-110,20190606,,,
918,H,SEA,AADAMS-R,7,180,178,1.5,108,8,-110,8,-110,20190606,,,
919,V,NYY,JHAPP-L,6,-210,-210,-1.5,-150,10,-110,10.5,-110,20190606,,,
920,H,TOR,EJACKSON-R,2,176,190,1.5,130,10,-110,10.5,-110,20190606,,,
921,V,MIN,JBERRIOS-R,5,-110,107,1.5,-215,8.5,-110,8.5,-120,20190606,,,
922,H,CLE,TBAUER-R,4,-110,-117,-1.5,180,8.5,-110,8.5,100,20190606,,,
923,V,BAL,DHESS-R,3,130,162,1.5,-108,10.5,-110,11,-105,20190606,,,
924,H,TEX,AJURADO-R,4,-150,-174,-1.5,-111,10.5,-110,11,-115,20190606,,,
925,V,OAK,MFIERS-R,7,-101,110,1.5,-175,9,-110,9.5,-105,20190606,,,
926,H,LAA,TSKAGGS-L,4,-119,-120,-1.5,151,9,-110,9.5,-115,20190606,,,
951,V,STL,MMIKOLAS-R,1,120,113,1.5,-200,7,-115,7.5,-120,20190607,,,
952,H,CUB,CHAMELS-L,3,-140,-123,-1.5,170,7,-105,7.5,100,20190607,,,
953,V,CIN,TMAHLE-R,2,135,110,1.5,-180,9.5,-110,9,-120,20190607,,,
954,H,PHI,ZEFLIN-R,4,-155,-120,-1.5,155,9.5,-110,9,100,20190607,,,
955,V,ATL,MSOROKA-R,7,-170,-185,-1.5,-109,7.5,-110,7.5,-120,20190607,,,
956,H,MIA,JURENA-R,1,148,170,1.5,-110,7.5,-110,7.5,100,20190607,,,
957,V,COL,ASENZATELA-R,5,163,185,1.5,-118,7.5,-110,7.5,-115,20190607,,,
958,H,NYM,JDEGROM-R,1,-190,-205,-1.5,100,7.5,-110,7.5,-105,20190607,,,
959,V,PIT,RDAVIS-R,4,199,205,1.5,120,9,-110,9.5,100,20190607,,,
960,H,MIL,BWOODRUFF-R,10,-240,-230,-1.5,-140,9,-110,9.5,-120,20190607,,,
961,V,WAS,EFEDDE-R,4,-110,-110,-1.5,134,8.5,-110,9,-120,20190607,,,
962,H,SDG,NMARGEVICIUS-L,5,-110,100,1.5,-154,8.5,-110,9,100,20190607,,,
963,V,LAD,CKERSHAW-L,1,-235,-230,-1.5,-160,7.5,-110,7.5,-110,20190607,,,
964,H,SFO,DPOMERANZ-L,2,195,205,1.5,140,7.5,-110,7.5,-110,20190607,,,
965,V,TAM,YCHIRINOS-R,5,120,104,1.5,-190,10,-110,10,-115,20190607,,,
966,H,BOS,RPORCELLO-R,1,-140,-114,-1.5,163,10,-110,10,-105,20190607,,,
967,V,MIN,MPINEDA-R,6,-150,-128,-1.5,130,8.5,-110,9,-110,20190607,,,
968,H,DET,MBOYD-L,3,130,118,1.5,-150,8.5,-110,9,-110,20190607,,,
969,V,NYY,DGERMAN-R,2,-110,-119,-1.5,136,9,-110,9,-105,20190607,,,
970,H,CLE,ZPLESAC-R,5,-110,109,1.5,-156,9,-110,9,-115,20190607,,,
971,V,OAK,BANDERSON-L,5,-105,100,1.5,-195,10.5,-110,10,-115,20190607,,,
972,H,TEX,LLYNN-R,3,-115,-110,-1.5,166,10.5,-110,10,-105,20190607,,,
973,V,BAL,GYNOA-R,3,274,310,1.5,151,8.5,-110,8,-110,20190607,,,
974,H,HOU,GCOLE-R,4,-340,-360,-1.5,-175,8.5,-110,8,-110,20190607,,,
975,V,CWS,INOVA-R,4,-105,108,1.5,-185,10.5,-110,10,-105,20190607,,,
976,H,KAN,HBAILEY-R,6,-115,-118,-1.5,160,10.5,-110,10,-115,20190607,,,
977,V,SEA,MGONZALES-L,6,135,165,1.5,-130,9.5,-110,9,100,20190607,,,
978,H,LAA,AHEANEY-L,2,-155,-180,-1.5,110,9.5,-110,9,-120,20190607,,,
979,V,ARI,MKELLY-R,8,105,120,1.5,-174,9,-110,8.5,-120,20190607,,,
980,H,TOR,MSTROMAN-R,2,-125,-130,-1.5,151,9,-110,8.5,100,20190607,,,
901,V,CIN,TROARK-R,1,115,121,1.5,-170,9,-110,9.5,-105,20190608,,,
902,H,PHI,NPIVETTA-R,4,-135,-131,-1.5,148,9,-110,9.5,-115,20190608,,,
903,V,PIT,JLYLES-R,3,130,160,1.5,-142,9,-110,9.5,-105,20190608,,,
904,H,MIL,ZDAVIES-R,5,-150,-170,-1.5,120,9,-110,9.5,-115,20190608,,,
905,V,ATL,JTEHERAN-R,1,-155,-140,-1.5,100,8,-110,8,-105,20190608,,,
906,H,MIA,TRICHARDS-R,0,135,130,1.5,-120,8,-110,8,-115,20190608,,,
907,V,STL,JFLAHERTY-R,4,-105,-108,-1.5,143,7,-110,7.5,-120,20190608,,,
908,H,CUB,JLESTER-L,9,-115,-102,1.5,-164,7,-110,7.5,100,20190608,,,
909,V,LAD,RHILL-L,7,-195,-210,-1.5,-140,8,-110,8.5,-105,20190608,,,
910,H,SFO,JSAMARDZIJA-R,2,166,190,1.5,120,8,-110,8.5,-115,20190608,,,
911,V,COL,JGRAY-R,3,-110,104,1.5,-210,8,-110,8,-120,20190608,,,
912,H,NYM,SMATZ-L,5,-110,-114,-1.5,176,8,-110,8,100,20190608,,,
913,V,WAS,MSCHERZER-R,4,-135,-185,-1.5,-115,7,-110,7.5,-105,20190608,,,
914,H,SDG,ELAUER-L,1,115,170,1.5,-105,7,-110,7.5,-115,20190608,,,
915,V,TAM,RYARBROUGH-L,9,135,-120,-1.5,126,9.5,-110,10.5,-115,20190608,,,
916,H,BOS,JSMITH-R,2,-155,110,1.5,-146,9.5,-110,10.5,-105,20190608,,,
917,V,CWS,LGIOLITO-R,2,-135,-145,-1.5,100,8.5,-110,8.5,100,20190608,,,
918,H,KAN,BKELLER-R,0,115,135,1.5,-120,8.5,-110,8.5,-120,20190608,,,
919,V,MIN,KGIBSON-R,3,-220,-240,-1.5,-140,9.5,-110,10,-105,20190608,,,
920,H,DET,BFARMER-R,9,184,210,1.5,122,9.5,-110,10,-115,20190608,,,
921,V,BAL,ACASHNER-R,4,199,210,1.5,-101,9,-110,8.5,-115,20190608,,,
922,H,HOU,FVALDEZ-L,1,-240,-240,-1.5,-118,9,-110,8.5,-105,20190608,,,
923,V,NYY,CSABATHIA-L,4,-130,-128,-1.5,124,10,-110,10,100,20190608,,,
924,H,CLE,APLUTKO-R,8,110,118,1.5,-144,10,-110,10,-120,20190608,,,
925,V,OAK,CBASSITT-R,1,-130,-140,-1.5,-105,11,-110,10.5,-110,20190608,,,
926,H,TEX,ASAMPSON-R,3,110,130,1.5,-115,11,-110,10.5,-110,20190608,,,
927,V,SEA,YKIKUCHI-L,3,105,125,1.5,-168,9.5,-110,9.5,100,20190608,,,
928,H,LAA,NRAMIREZ-R,12,-125,-135,-1.5,146,9.5,-110,9.5,-120,20190608,,,
929,V,ARI,ZGREINKE-R,6,-145,-133,-1.5,131,8.5,-110,8.5,-115,20190608,,,
930,H,TOR,ASANCHEZ-R,0,125,123,1.5,-151,8.5,-110,8.5,-105,20190608,,,
931,V,TAM,RSTANEK-R,1,115,144,1.5,-148,9,-110,9,-105,20190608,,,
932,H,BOS,DPRICE-L,5,-135,-154,-1.5,128,9,-110,9,-115,20190608,,,
933,V,OAK,PBLACKBURN-R,5,-113,-134,-1.5,109,11,-110,11.5,-110,20190608,,,
934,H,TEX,JPALUMBO-L,10,-107,124,1.5,-129,11,-110,11.5,-110,20190608,,,
951,V,CIN,SGRAY-R,4,120,128,1.5,-171,8.5,-110,8.5,-110,20190609,,,
952,H,PHI,ANOLA-R,3,-140,-138,-1.5,149,8.5,-110,8.5,-110,20190609,,,
953,V,ATL,MFRIED-L,7,-140,-135,-1.5,119,8.5,-110,7.5,-105,20190609,,,
954,H,MIA,PLOPEZ-R,6,120,125,1.5,-139,8.5,-110,7.5,-115,20190609,,,
955,V,COL,JHOFFMAN-R,1,170,148,1.5,-145,8,-110,8,-115,20190609,,,
956,H,NYM,NSYNDERGAARD-R,6,-200,-158,-1.5,125,8,-110,8,-105,20190609,,,
957,V,PIT,SBRAULT-L,2,144,177,1.5,-119,10,-110,9.5,-115,20190609,,,
958,H,MIL,CANDERSON-R,5,-165,-194,-1.5,-101,10,-110,9.5,-105,20190609,,,
959,V,STL,AWAINWRIGHT-R,1,135,163,1.5,-130,8.5,-110,8,-115,20190609,,,
960,H,CUB,KHENDRICKS-R,5,-155,-176,-1.5,110,8.5,-110,8,-105,20190609,,,
961,V,LAD,WBUEHLER-R,1,-165,-157,-1.5,117,8,-110,7.5,-105,20190609,,,
962,H,SFO,MBUMGARNER-L,0,144,147,1.5,-137,8,-110,7.5,-115,20190609,,,
963,V,WAS,SSTRASBURG-R,5,-130,-153,-1.5,104,8,-110,8,-110,20190609,,,
964,H,SDG,LPERDOMO-R,2,110,143,1.5,-124,8,-110,8,-110,20190609,,,
965,V,TAM,BSNELL-L,6,-125,-129,-1.5,121,9.5,-110,8.5,-115,20190609,,,
966,H,BOS,ERODRIGUEZ-L,1,105,119,1.5,-141,9.5,-110,8.5,-105,20190609,,,
967,V,MIN,JODORIZZI-R,12,-240,-220,-1.5,-135,9,-110,9.5,100,20190609,,,
968,H,DET,RCARPENTER-L,2,199,200,1.5,118,9,-110,9.5,-120,20190609,,,
969,V,NYY,CGREEN-R,7,110,123,1.5,-160,10,-105,9.5,-115,20190609,,,
970,H,CLE,SBIEBER-R,6,-130,-133,-1.5,140,10,-115,9.5,-105,20190609,,,
971,V,BAL,DBUNDY-R,0,172,175,1.5,-115,9,-110,8.5,-120,20190609,,,
972,H,HOU,WMILEY-L,4,-205,-190,-1.5,-105,9,-110,8.5,100,20190609,,,
973,V,CWS,RLOPEZ-R,5,110,114,1.5,-158,10,-110,9.5,-110,20190609,,,
974,H,KAN,GSPARKMAN-R,2,-130,-124,-1.5,138,10,-110,9.5,-110,20190609,,,
975,V,OAK,FMONTAS-R,9,-160,-190,-1.5,-147,11,-110,11.5,-105,20190609,,,
976,H,TEX,DSMYLY-L,8,140,175,1.5,127,11,-110,11.5,-115,20190609,,,
977,V,SEA,AADAMS-R,9,135,142,1.5,-145,10,-110,10.5,-105,20190609,,,
978,H,LAA,JSUAREZ-L,3,-155,-152,-1.5,125,10,-110,10.5,-115,20190609,,,
979,V,ARI,RRAY-L,8,-150,-145,-1.5,112,9,-110,9,-105,20190609,,,
980,H,TOR,CRICHARD-L,2,130,135,1.5,-131,9,-110,9,-115,20190609,,,
901,V,ARI,TCLARKE-R,13,120,124,1.5,-164,9.5,-110,9.5,-120,20190610,,,
902,H,PHI,JEICKHOFF-R,8,-140,-134,-1.5,143,9.5,-110,9.5,100,20190610,,,
903,V,STL,MWACHA-R,4,-130,-126,-1.5,126,8,-110,8.5,-110,20190610,,,
904,H,MIA,SALCANTARA-R,1,110,116,1.5,-146,8,-110,8.5,-110,20190610,,,
905,V,PIT,JMUSGROVE-R,7,130,133,1.5,-155,9.5,-110,10,100,20190610,,,
906,H,ATL,KGAUSMAN-R,13,-150,-143,-1.5,135,9.5,-110,10,-120,20190610,,,
907,V,CUB,YDARVISH-R,5,120,119,1.5,-160,11,-110,11.5,-120,20190610,,,
908,H,COL,GMARQUEZ-R,6,-140,-129,-1.5,140,11,-110,11.5,100,20190610,,,
909,V,TEX,MMINOR-L,4,192,220,1.5,101,8.5,-110,7.5,-120,20190610,,,
910,H,BOS,CSALE-L,3,-230,-250,-1.5,-120,8.5,-110,7.5,100,20190610,,,
911,V,OAK,TANDERSON-R,2,158,205,1.5,107,8.5,-110,8.5,-120,20190610,,,
912,H,TAM,CMORTON-R,6,-183,-230,-1.5,-127,8.5,-110,8.5,100,20190610,,,
915,V,WAS,ASANCHEZ-R,12,-158,-145,-1.5,-104,10.5,-110,10.5,-120,20190610,,,
916,H,CWS,ODESPAIGNE-R,1,138,135,1.5,-116,10.5,-110,10.5,100,20190610,,,
917,V,LAD,HRYU-L,3,-150,-185,-1.5,-130,8.5,-110,9,-115,20190610,,,
918,H,LAA,GCANNING-R,5,130,170,1.5,110,8.5,-110,9,-105,20190610,,,
951,V,ARI,JDUPLANTIER-R,4,130,130,1.5,-165,9,-110,9,-105,20190611,,,
952,H,PHI,JARRIETA-R,7,-150,-140,-1.5,145,9,-110,9,-115,20190611,,,
953,V,STL,DHUDSON-R,7,-160,-145,-1.5,100,8,-110,8,105,20190611,,,
954,H,MIA,EHERNANDEZ-R,1,140,135,1.5,-120,8,-110,8,-125,20190611,,,
955,V,PIT,CARCHER-R,5,120,138,1.5,-160,9.5,-110,10,100,20190611,,,
956,H,ATL,MFOLTYNEWICZ-R,7,-140,-148,-1.5,140,9.5,-110,10,-120,20190611,,,
957,V,CUB,JQUINTANA-L,3,-110,-128,-1.5,105,11.5,-110,12,-105,20190611,,,
958,H,COL,PLAMBERT-R,10,-110,118,1.5,-125,11.5,-110,12,-115,20190611,,,
959,V,SDG,CPADDACK-R,5,-150,-145,-1.5,100,8,-110,7.5,-115,20190611,,,
960,H,SFO,TBEEDE-R,6,130,135,1.5,-120,8,-110,7.5,-105,20190611,,,
961,V,TOR,TTHORNTON-R,2,100,-116,-1.5,129,9,-110,8.5,-115,20190611,,,
962,H,BAL,JMEANS-L,4,-120,106,1.5,-148,9,-110,8.5,-105,20190611,,,
963,V,OAK,MFIERS-R,4,140,140,1.5,-145,8.5,-110,9,-105,20190611,,,
964,H,TAM,RSTANEK-R,3,-160,-150,-1.5,125,8.5,-110,9,-115,20190611,,,
965,V,TEX,AJURADO-R,9,148,160,1.5,-125,10,-110,10.5,-110,20190611,,,
966,H,BOS,DHERNANDEZ-L,5,-170,-170,-1.5,105,10,-110,10.5,-110,20190611,,,
967,V,SEA,MLEAKE-R,5,160,177,1.5,-105,10,-110,9.5,-120,20190611,,,
968,H,MIN,MPEREZ-L,6,-185,-194,-1.5,-115,10,-110,9.5,100,20190611,,,
969,V,DET,STURNBULL-R,2,110,130,1.5,-160,9,-110,8.5,-115,20190611,,,
970,H,KAN,JJUNIS-R,3,-130,-140,-1.5,140,9,-110,8.5,-105,20190611,,,
971,V,NYM,JVARGAS-L,10,155,190,1.5,-105,9,-110,9,-115,20190611,,,
972,H,NYY,JPAXTON-L,4,-180,-210,-1.5,-115,9,-110,9,-105,20190611,,,
973,V,CIN,LCASTILLO-R,1,-110,116,1.5,-195,8.5,-110,8,-120,20190611,,,
974,H,CLE,TBAUER-R,2,-110,-126,-1.5,166,8.5,-110,8,100,20190611,,,
975,V,MIL,FPERALTA-R,8,125,108,1.5,-185,9,-110,8.5,-120,20190611,,,
976,H,HOU,BPEACOCK-R,10,-145,-118,-1.5,160,9,-110,8.5,100,20190611,,,
977,V,WAS,PCORBIN-L,5,-190,-180,-1.5,-127,9.5,-110,9.5,-115,20190611,,,
978,H,CWS,MBANUELOS-L,7,163,165,1.5,107,9.5,-110,9.5,-105,20190611,,,
979,V,LAD,KMAEDA-R,3,-160,-160,-1.5,101,9,-110,9.5,-115,20190611,,,
980,H,LAA,CBEDROSIAN-R,5,140,150,1.5,-121,9,-110,9.5,-105,20190611,,,
981,V,NYM,ZWHEELER-R,5,144,140,1.5,-154,9,-115,9,-115,20190611,,,
982,H,NYY,MTANAKA-R,12,-165,-150,-1.5,133,9,-105,9,-105,20190611,,,
901,V,CUB,CHAMELS-L,10,-127,-118,-1.5,122,12,-110,12,100,20190612,,,
902,H,COL,ASENZATELA-R,1,107,108,1.5,-142,12,-110,12,-120,20190612,,,
903,V,ARI,MKELLY-R,2,127,130,1.5,-180,9.5,-110,9.5,-105,20190612,,,
904,H,PHI,ZEFLIN-R,0,-147,-140,-1.5,155,9.5,-110,9.5,-115,20190612,,,
905,V,STL,MMIKOLAS-R,0,-155,-180,-1.5,-120,8,-110,8,-110,20190612,,,
906,H,MIA,JYAMAMOTO-R,9,135,165,1.5,100,8,-110,8,-110,20190612,,,
907,V,PIT,MKELLER-R,7,215,179,1.5,-110,9.5,-105,9,-101,20190612,,,
908,H,ATL,MSOROKA-R,8,-260,-200,-1.5,-110,9.5,-115,9,-119,20190612,,,
909,V,SDG,JLUCCHESI-L,2,-150,-130,-1.5,126,7.5,-110,7,-120,20190612,,,
910,H,SFO,SANDERSON-R,4,130,120,1.5,-146,7.5,-110,7,100,20190612,,,
911,V,OAK,BANDERSON-L,6,133,140,1.5,-152,9,-105,8.5,-115,20190612,,,
912,H,TAM,YCHIRINOS-R,2,-153,-150,-1.5,130,9,-115,8.5,-105,20190612,,,
913,V,TOR,DLAW-R,8,-108,-116,-1.5,140,10.5,-110,10.5,-105,20190612,,,
914,H,BAL,DHESS-R,6,-112,106,1.5,-161,10.5,-110,10.5,-115,20190612,,,
915,V,TEX,LLYNN-R,3,146,145,1.5,-130,10,-110,9.5,100,20190612,,,
916,H,BOS,RPORCELLO-R,4,-168,-155,-1.5,110,10,-110,9.5,-120,20190612,,,
917,V,SEA,GBAUTISTA-R,9,195,200,1.5,101,9.5,-110,9,-120,20190612,,,
918,H,MIN,JBERRIOS-R,6,-235,-220,-1.5,-121,9.5,-110,9,100,20190612,,,
919,V,DET,DNORRIS-L,3,125,115,1.5,-205,9,-110,8.5,-115,20190612,,,
920,H,KAN,DDUFFY-L,2,-145,-125,-1.5,172,9,-110,8.5,-105,20190612,,,
921,V,CIN,ADESCLAFANI-R,7,110,142,1.5,-150,9,-110,9.5,100,20190612,,,
922,H,CLE,ZPLESAC-R,2,-130,-152,-1.5,130,9,-110,9.5,-120,20190612,,,
923,V,MIL,BWOODRUFF-R,6,135,130,1.5,-180,7.5,-110,7.5,-115,20190612,,,
924,H,HOU,JVERLANDER-R,3,-155,-140,-1.5,155,7.5,-110,7.5,-105,20190612,,,
951,V,PIT,JMUSGROVE-R,5,155,137,1.5,-145,9,-110,9.5,105,20190613,,,
952,H,ATL,JTEHERAN-R,6,-180,-147,-1.5,125,9,-110,9.5,-125,20190613,,,
953,V,ARI,ZGREINKE-R,5,-120,-119,-1.5,145,8.5,-110,8.5,-120,20190613,,,
954,H,WAS,EFEDDE-R,0,100,109,1.5,-166,8.5,-110,8.5,100,20190613,,,
955,V,STL,JFLAHERTY-R,2,125,130,1.5,-172,7.5,-110,7,-105,20190613,,,
956,H,NYM,JDEGROM-R,4,-145,-140,-1.5,149,7.5,-110,7,-115,20190613,,,
957,V,SDG,MSTRAHM-L,6,135,138,1.5,-140,12,-110,11.5,-105,20190613,,,
958,H,COL,JGRAY-R,9,-155,-148,-1.5,120,12,-110,11.5,-115,20190613,,,
959,V,CUB,JLESTER-L,3,160,160,1.5,-130,8,-110,8,-120,20190613,,,
960,H,LAD,CKERSHAW-L,7,-185,-170,-1.5,110,8,-110,8,100,20190613,,,
961,V,SEA,YKIKUCHI-L,5,163,158,1.5,-123,10,-110,10,-125,20190613,,,
962,H,MIN,MPINEDA-R,10,-190,-168,-1.5,102,10,-110,10,105,20190613,,,
963,V,TOR,MSTROMAN-R,12,-130,-130,-1.5,110,9,-110,9,-115,20190613,,,
964,H,BAL,GYNOA-R,3,110,120,1.5,-130,9,-110,9,-105,20190613,,,
965,V,TEX,ASAMPSON-R,6,170,210,1.5,105,9,-110,9,100,20190613,,,
966,H,BOS,DPRICE-L,7,-200,-240,-1.5,-125,9,-110,9,-120,20190613,,,
967,V,LAA,TSKAGGS-L,5,120,125,1.5,-155,8.5,-110,8.5,-120,20190613,,,
968,H,TAM,RYARBROUGH-L,3,-140,-135,-1.5,135,8.5,-110,8.5,100,20190613,,,
969,V,DET,MBOYD-L,3,-115,-135,-1.5,116,9,-110,8.5,-115,20190613,,,
970,H,KAN,HBAILEY-R,7,-105,125,1.5,-136,9,-110,8.5,-105,20190613,,,
971,V,NYY,JHAPP-L,4,-175,-165,-1.5,-126,10,-110,9.5,-105,20190613,,,
972,H,CWS,INOVA-R,5,151,155,1.5,106,10,-110,9.5,-115,20190613,,,
901,V,ARI,RRAY-L,3,163,160,1.5,-120,7.5,-110,7,-110,20190614,,,
902,H,WAS,MSCHERZER-R,7,-190,-170,-1.5,100,7.5,-110,7,-110,20190614,,,
903,V,STL,DPONCEDELEON-R,9,-115,122,1.5,-185,8.5,-110,9,-105,20190614,,,
904,H,NYM,SMATZ-L,5,-105,-132,-1.5,160,8.5,-110,9,-115,20190614,,,
905,V,PIT,SBRAULT-L,11,-110,108,1.5,-200,8,-110,8.5,-120,20190614,,,
906,H,MIA,TRICHARDS-R,0,-110,-118,-1.5,170,8,-110,8.5,100,20190614,,,
